bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
21,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo A/C Seater (2+2),12:30,04h 00m,16:30,4.2,486,32
21,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),12:55,03h 50m,16:45,4.4,486,24
21,Greenline (Karunamoyee),Volvo A/C Seater (2+2),13:10,04h 00m,17:10,4.5,486,26
21,Greenline,Volvo A/C Seater (2+2),13:30,03h 50m,17:20,4.3,486,27
21,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),13:45,04h 00m,17:45,4.5,486,35
21,Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),14:10,03h 50m,18:00,4.2,486,30
21,Express Line (Karunamoyee),Volvo A/C Seater (2+2),14:20,03h 50m,18:10,4.7,486,27
21,Greenline,Volvo A/C Seater (2+2),14:50,04h 00m,18:50,4.1,486,30
21,Express Line,Volvo A/C Seater (2+2),15:10,03h 50m,19:00,4.5,486,40
21,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),15:30,03h 50m,19:20,4.5,486,28
21,Greenline (Karunamoyee),Volvo A/C Seater (2+2),15:30,04h 00m,19:30,4.3,486,29
21,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:00,04h 00m,20:00,4.3,486,41
21,Greenline,Volvo A/C Seater (2+2),16:00,03h 50m,19:50,4.3,486,31
21,Express Line (Karunamoyee),Volvo 9600 A/C Seater (2+2),16:20,04h 05m,20:25,4.4,486,30
21,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),16:30,04h 00m,20:30,4.0,486,22
21,SHYAMOLI Pvt. Ltd.(Karunamoyee),Scania Multi-Axle AC Semi Sleeper (2+2),16:45,04h 00m,20:45,4.2,486,38
21,Greenline,Volvo A/C Seater (2+2),17:10,03h 50m,21:00,3.8,486,31
21,Greenline (Karunamoyee),Volvo A/C Seater (2+2),17:30,03h 50m,21:20,4.0,486,20
21,SHYAMOLI Pvt. Ltd.(Karunamoyee),Volvo Multi-Axle A/C Semi Sleeper (2+2),17:50,03h 45m,21:35,4.2,486,38
21,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),18:15,03h 45m,22:00,3.7,486,28
21,Express Line,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,04h 20m,22:50,4.6,486,35
22,SBSTC-DIGHA - HABRA - 10:00 (DIG DEPOT) - 3700,Non AC Seater (2+3),10:00,05h 30m,15:30,3.4,170,51
22,SBSTC-DIGHA - BARASAT - 10:20 - 508,Non AC Seater (2+3),10:20,05h 30m,15:50,4.3,170,52
22,SBSTC-DIGHA - BONGAON - VIA - GOPALNAGAR - 11:00 (DIG DE - 3776,Non AC Seater (2+3),11:00,05h 30m,16:30,3.7,170,48
22,SBSTC-DIGHA - BARASAT - A/C - 12:15 (DIGHA DEPOT) - 688,AC Seater (2+2),12:15,05h 30m,17:45,3.3,345,14
22,SBSTC-DIGHA - HABRA - 13:40 (DIGHA DEPOT) - 522,Non AC Seater (2+3),13:40,05h 30m,19:10,3.1,170,52
22,SBSTC-DIGHA - BARASAT - 14:20 (DIGHA DEPOT) - 516,Non AC Seater (2+3),14:20,05h 30m,19:50,2.9,170,44
22,Santosh Bus Service,A/C Seater Push Back (2+3),11:25,05h 05m,16:30,4.1,304,15
22,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,04h 50m,16:20,3.1,352,24
22,City Express,AC Seater (2+3),11:35,05h 21m,16:56,4.3,370,23
22,Snemita Paribahan,AC Seater (2+3),11:35,05h 35m,17:10,3.6,370,6
22,Satya Paribahan,A/C Executive (2+3),11:50,05h 40m,17:30,3.1,342,8
22,Snemita Paribahan (Shinjini),AC Seater (2+3),23:35,05h 25m,05:00,3.2,420,32
22,Ankita Paribahan,Non AC Seater (2+3),11:50,05h 40m,17:30,2.2,347,21
22,Rudraksha City Service,A/C Seater (2+3),13:00,05h 26m,18:26,2.2,450,60
22,Aradhana Bus Service,Non AC Seater (2+3),16:50,06h 40m,23:30,1.0,333,54
22,Aradhana Travels,A/C Seater / Sleeper (2+2),18:35,05h 20m,23:55,1.2,475,20
22,Satya Paribahan,A/C Seater (2+3),23:00,06h 10m,05:10,2.6,399,37
22,Arunita Paribahan,A/C Seater (2+3),23:35,05h 25m,05:00,2.9,370,21
22,The Joy Ride,A/C Seater / Sleeper (2+2),21:15,06h 20m,03:35,3.3,650,30
22,Aradhana Bus Service,A/C Seater / Sleeper (2+2),09:20,06h 50m,16:10,1.0,570,21
22,Aradhana Bus Service,A/C Seater / Sleeper (2+2),23:00,05h 30m,04:30,1.0,570,61
23,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 07:00 - 926,Non AC Seater (2+3),07:00,17h 00m,00:00,4.3,170,43
23,SBSTC-BONGAON - DIGHA - VIA - BARASAT - 05:15 (DIG DE - 3777,Non AC Seater (2+3),07:30,16h 30m,00:00,4.6,170,51
23,SBSTC-BARASAT - DIGHA - VIA - NIBEDITA SETU - 11:15 - 927,Non AC Seater (2+3),11:15,12h 45m,00:00,3.5,170,43
23,Rudraksha City Service,A/C Seater (2+3),07:00,05h 20m,12:20,3.7,450,60
24,SBSTC-SURI - KOLKATA - 07:30 (Suri Depot) - 660,Non AC Seater (2+3),07:30,05h 00m,12:30,2.8,190,44
24,SBSTC-SURI - KOLKATA - 10:00 - (Suri Depot) - 1347,Non AC Seater (2+3),10:00,05h 00m,15:00,4.2,190,48
24,SBSTC-SURI - KOLKATA - 11:30 (Suri Depot) - 1206,Non AC Seater (2+3),11:30,05h 00m,16:30,3.6,190,50
24,SBSTC-SURI - SARSUNA - VIA - KOLKATA - 14:00 (Suri Depot - 2821,Non AC Seater (2+3),14:00,05h 00m,19:00,1.8,190,52
24,SBSTC-SURI - KOLKATA - 15:15 - (Suri Depot) - 1364,Non AC Seater (2+3),15:15,05h 00m,20:15,2.7,190,50
24,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|13:15,Volvo AC Seater (2+2),13:15,05h 10m,18:25,4.3,435,35
25,West bengal transport corporation - 74723,Non AC Seater (2+3),15:15,04h 30m,19:45,3.6,145,23
25,West bengal transport corporation - 123496,Non AC Seater (2+3),16:15,04h 30m,20:45,2.4,145,23
25,West bengal transport corporation - 157764,Non AC Seater (2+3),17:15,04h 25m,21:40,3.5,145,33
25,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),07:30,04h 25m,11:55,4.6,349,17
25,Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),08:15,04h 30m,12:45,4.5,400,21
25,Express Line,Volvo 9600 A/C Seater (2+2),23:45,05h 00m,04:45,4.5,449,47
25,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),23:30,05h 00m,04:30,4.4,405,33
25,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),07:15,04h 45m,12:00,4.3,360,23
25,Maa Chandi Travels,A/C Seater / Sleeper (2+2),22:00,07h 30m,05:30,4.4,370,39
25,Greenline,Volvo A/C Seater (2+2),06:45,05h 00m,11:45,4.3,350,5
25,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),07:00,04h 30m,11:30,4.4,400,51
25,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.2,365,26
25,Samanta Travels,A/C Seater (2+3),08:40,04h 30m,13:10,3.5,285,17
25,Maa Chandi Travels,A/C Seater / Sleeper (2+2),23:57,05h 13m,05:10,4.4,370,37
25,Parameswar Travels,A/C Seater Push Back (2+2),23:50,04h 55m,04:45,3.7,302,25
25,City Express (Shinjini),AC Seater (2+3),23:50,05h 05m,04:55,3.4,370,33
25,Sagufta Travels (Bhorpet Travels),AC Seater (2+2),23:55,04h 40m,04:35,3.9,365,24
25,Jay Baba Bhutnath,A/C Seater (2+3),08:30,04h 30m,13:00,4.3,350,25
25,Parameswar Travels,A/C Seater Push Back (2+3),23:45,05h 15m,05:00,3.0,302,51
25,Parameswar Travels,A/C Seater Push Back (2+3),07:35,04h 40m,12:15,3.9,255,34
25,Satya Paribahan,A/C Seater (2+3),07:20,04h 15m,11:35,3.8,370,20
25,Basu Travels,A/C Seater / Sleeper (2+2),23:59,05h 01m,05:00,3.6,300,32
25,Mayuri Express,A/C Seater (2+3),18:20,04h 30m,22:50,4.3,278,61
25,Parameswar Travels,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,2.8,302,48
25,Sagufta Travels(Maa Chandi),A/C Seater / Sleeper (2+2),22:10,07h 30m,05:40,4.4,365,34
25,Monikanchan Bus Service,A/C Seater (2+3),07:15,04h 35m,11:50,3.6,356,24
25,Sagufta Travels (Mayuri),A/C Seater (2+2),23:15,04h 45m,04:00,4.5,365,15
25,Snemita Paribahan (Bhorpet),AC Seater (2+2),23:55,04h 50m,04:45,3.7,390,29
25,Santosh Bus Service,A/C Seater Push Back (2+3),17:20,04h 30m,21:50,3.8,199,46
25,Sagufta Travels(Sonamoni),A/C Seater Push Back (2+3),11:20,05h 00m,16:20,3.3,315,20
25,City Express (Maa Gauri),AC Seater (2+3),12:40,04h 30m,17:10,3.1,370,21
25,Monikanchan Bus Service,A/C Seater (2+3),06:35,04h 35m,11:10,3.6,356,38
25,Ankita Paribahan(Janhabi),A/C Seater Push Back (2+3),16:45,04h 35m,21:20,3.2,389,31
25,Bengal Surface Transport,A/C Seater / Sleeper (2+2),23:55,05h 05m,05:00,3.1,300,37
25,Snemita Parisheba (Sneha Gold),AC Seater (2+3),09:15,04h 30m,13:45,3.3,361,26
25,Tara Ma Paribahan,Non AC Seater (2+3),14:30,05h 00m,19:30,,220,54
25,Basu Travels,A/C Seater Push Back (2+3),23:30,05h 00m,04:30,3.4,499,20
25,Sagufta Travels (Atithi),A/C Seater Push Back (2+3),23:59,05h 01m,05:00,2.9,315,41
25,Snemita Parisheba (Manikanchan),AC Seater (2+3),06:35,04h 45m,11:20,3.1,352,3
25,Sagufta Travels (Maa Chandi),A/C Seater Push Back (2+3),13:30,04h 35m,18:05,3.1,315,20
25,Snemita Paribahan(Shinjini),A/C Seater (2+3),23:50,04h 40m,04:30,2.8,370,20
25,Basu Travels,A/C Seater Push Back (2+3),10:40,04h 20m,15:00,3.0,399,30
25,Haimanti Bus Service,AC Seater (2+3),19:50,05h 40m,01:30,3.2,250,20
25,Parameswar Travels,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,2.1,302,49
25,Snemita Paribahan(Maa Gouri Gold),AC Seater (2+3),09:30,04h 30m,14:00,3.5,280,20
25,Santosh Bus Service,A/C Seater (2+3),18:30,05h 15m,23:45,3.0,278,46
25,Samanta Travels,A/C Seater (2+3),18:10,05h 00m,23:10,2.3,285,16
25,Sree Jagannath Travels,A/C Seater Push Back (2+3),08:20,05h 00m,13:20,2.3,315,20
25,Rudraksha City Service,A/C Seater (2+3),08:05,04h 15m,12:20,3.4,450,60
25,Sagufta Travels(Janhabi),A/C Seater Push Back (2+3),16:45,04h 30m,21:15,2.1,315,24
25,Snemita Paribahan(Maa Gauri Gold),AC Seater (2+3),11:00,04h 45m,15:45,1.8,320,20
25,Parameswar Travels,A/C Seater Push Back (2+3),10:10,04h 46m,14:56,2.5,285,51
25,Samanta Travels,A/C Seater (2+3),18:50,04h 40m,23:30,2.2,285,61
25,Sagufta Travels (Maa Gauri),A/C Seater Push Back (2+3),12:30,04h 50m,17:20,2.5,315,20
25,City Express (BHORPET),AC Seater (2+3),17:40,04h 20m,22:00,2.3,370,31
25,Satya Paribahan,A/C Seater (2+3),06:50,04h 50m,11:40,2.3,389,41
25,Haimanti Bus Service,AC Seater (2+3),12:40,04h 50m,17:30,2.1,200,20
25,Suvam Travels,A/C Seater Push Back (2+3),15:30,05h 00m,20:30,1.8,300,61
25,Snemita Parisheba (Samanta),A/C Seater (2+3),08:45,04h 30m,13:15,1.5,352,24
25,Bengal Surface Transport,A/C Seater Push Back (2+3),10:40,04h 20m,15:00,1.7,399,20
25,Ankita Paribahan( Haimanti),A/C Seater Push Back (2+3),19:50,04h 15m,00:05,1.5,428,41
25,Sneha Gold Bus Service,A/C Seater (2+3),09:10,04h 30m,13:40,4.5,270,15
25,Santosh Bus Service,A/C Seater Push Back (2+3),23:50,05h 10m,05:00,4.1,324,39
25,City Express (Shinjini),AC Seater (2+2),23:45,04h 50m,04:35,3.5,470,12
25,Arunita Paribahan,AC Seater (2+2),23:45,05h 00m,04:45,3.5,370,21
25,Santosh Bus Service,A/C Seater Push Back (2+3),11:51,05h 09m,17:00,3.7,279,46
25,Adhikary Paribahan,A/C Seater Push Back (2+3),15:00,04h 30m,19:30,4.3,265,21
25,Sagufta Travels (Kojagor),A/C Seater Push Back (2+3),17:00,04h 50m,21:50,3.3,315,26
25,Purusottam Travels,A/C Seater (2+3),14:39,05h 26m,20:05,3.4,305,46
25,Snemita Parisheba(Samanta),AC Seater (2+3),18:00,04h 25m,22:25,3.4,352,25
25,Ankita Paribahan(Atithi),A/C Seater (2+3),23:55,05h 05m,05:00,3.1,399,20
25,Santosh Bus Service,A/C Seater / Sleeper (2+2),23:59,05h 31m,05:30,2.5,323,45
25,Ankita Paribahan (Maity Motor),A/C Seater Push Back (2+3),22:20,04h 40m,03:00,3.1,428,25
25,Ankita Paribahan,A/C Push Back (2+3),15:45,04h 45m,20:30,3.1,389,21
25,Santosh Bus Service,A/C Seater Push Back (2+3),15:55,05h 15m,21:10,3.7,200,36
25,Parameswar Travels,A/C Seater Push Back (2+3),13:10,04h 46m,17:56,3.0,285,46
25,Sagufta Travels (Maa Gauri),A/C Seater (2+3),09:30,04h 50m,14:20,3.1,315,20
25,Sagufta Travels (Sagar Kanya),A/C Seater Push Back (2+3),23:30,04h 35m,04:05,2.9,315,20
25,Parameswar Travels,A/C Seater Push Back (2+3),21:50,05h 55m,03:45,2.6,302,51
25,Snemita Paribahan (Maa Gouri),AC Seater (2+3),12:40,04h 30m,17:10,3.1,320,15
25,Sree Jagannath Travels,A/C Seater Push Back (2+3),07:40,04h 50m,12:30,2.7,315,36
25,Jay Baba Bhutnath(Sree Jagganath),A/C Seater (2+3),07:40,04h 20m,12:00,2.8,300,24
25,Snemita Paribahan (BHORPET),A/C Seater (2+3),17:40,04h 20m,22:00,2.0,330,25
25,Snemita Parisheba,A/C Push Back (2+3),15:15,04h 30m,19:45,2.1,352,19
25,Snemita Paribahan (Shinjini),AC Seater (2+3),10:08,04h 37m,14:45,2.5,320,25
25,Sagufta Travels (Kojagor),A/C Seater (2+3),15:50,04h 30m,20:20,2.7,315,10
25,Basu Travels,A/C Seater Push Back (2+3),23:55,05h 05m,05:00,2.3,469,21
25,Santosh Bus Service,A/C Seater Push Back (2+3),19:00,04h 35m,23:35,2.1,299,46
25,Snemita Parisheba (Bhunia),AC Seater (2+3),16:00,04h 40m,20:40,2.4,352,41
25,Renuka Travels,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,1.3,400,65
25,Snemita Parisheba,AC Seater (2+3),19:30,04h 40m,00:10,2.1,352,20
25,Sagufta Travels (Maa Gauri),A/C Seater (2+3),11:00,04h 30m,15:30,2.4,315,18
25,Basu Travels,A/C Seater Push Back (2+3),14:32,04h 28m,19:00,2.2,390,61
25,Santosh Bus Service,A/C Seater Push Back (2+3),19:25,04h 34m,23:59,1.8,299,36
25,Bengal Surface Transport,A/C Seater Push Back (2+3),23:59,05h 01m,05:00,2.4,399,20
25,Sagufta Travels (Samanta),A/C Seater (2+3),18:00,04h 50m,22:50,2.6,315,20
25,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),22:40,06h 40m,05:20,1.7,428,20
25,Bengal Surface Transport,A/C Seater Push Back (2+3),14:29,04h 46m,19:15,2.7,379,41
25,Bengal Surface Transport,A/C Seater Push Back (2+3),23:20,05h 10m,04:30,2.7,419,61
25,Snemita Paribahan(Maa Chandi),AC Seater (2+3),13:35,04h 30m,18:05,1.2,320,20
25,Snemita Parisheba,AC Seater (2+3),16:10,04h 30m,20:40,2.0,352,25
25,Snemita Paribahan (Shinjini),AC Seater (2+3),12:20,04h 30m,16:50,2.1,390,36
25,Basu Travels,A/C Seater Push Back (2+3),14:25,04h 45m,19:10,2.0,399,30
25,Purusottam Travels,NON A/C Seater (2+3),14:35,04h 25m,19:00,1.7,280,48
25,Snemita Pariseba(Santosh),AC Seater (2+3),18:30,05h 00m,23:30,1.2,352,20
25,Snemita Paribahan (Maa Gouri),AC Seater (2+3),11:07,04h 43m,15:50,3.8,320,20
25,Snemita Paribahan(SONAMONI),A/C Seater (2+3),11:28,04h 42m,16:10,3.8,320,18
25,Snemita Paribahan (Ruposhi),AC Seater (2+3),15:55,04h 55m,20:50,3.8,330,30
25,Snemita Paribahan (Shinjini),AC Seater (2+2),23:45,04h 50m,04:35,3.8,670,16
25,City Express (Ruposhi),AC Seater (2+3),15:55,04h 55m,20:50,3.5,370,31
25,Arunita Paribahan,A/C Executive (2+3),09:30,04h 30m,14:00,3.5,325,21
25,City Express (Maa Chandi),AC Seater (2+3),13:35,04h 25m,18:00,3.5,370,21
25,City Express (Maa Gouri),AC Seater (2+3),11:07,04h 48m,15:55,3.5,370,21
25,City Express (Maa Gouri),AC Seater (2+3),11:00,04h 30m,15:30,3.5,370,21
25,City Express (SONAMONI),AC Seater (2+3),11:28,04h 42m,16:10,3.5,370,21
25,Arunita Paribahan,A/C Seater (2+3),10:08,04h 42m,14:50,3.5,370,35
25,Santosh Bus Service,NON A/C Seater Pushback (2+3),16:10,05h 35m,21:45,3.3,176,40
25,Purusottam Travels,A/C Seater (2+3),14:40,05h 15m,19:55,3.2,330,46
25,Purusottam Travels,NON A/C Seater (2+3),17:30,04h 20m,21:50,3.2,250,33
25,Ankita Paribahan(Parameswar),A/C Seater (2+3),21:50,04h 50m,02:40,3.1,428,15
25,Ankita Paribahan,AC Seater (2+3),13:50,05h 10m,19:00,3.1,370,41
25,Ankita Paribahan,A/C Executive (2+3),08:00,05h 40m,13:40,3.1,389,41
25,Snemita Parisheba (Samanta),AC Seater (2+3),14:15,04h 30m,18:45,2.6,352,41
25,Snemita Parisheba,AC Seater (2+3),14:45,04h 40m,19:25,2.6,352,41
25,Snemita Parisheba,AC Seater (2+3),19:05,04h 40m,23:45,2.6,352,20
25,Suvam Travels,Non AC Seater (2+3),16:30,04h 30m,21:00,1.8,200,59
25,Renuka Travels,A/C Seater / Sleeper (2+2),23:55,05h 20m,05:15,1.3,400,65
25,Kojagar Travels,A/C Seater (2+3),15:50,05h 40m,21:30,1.9,300,20
25,Anadi Travels (Disha Gold),A/C Seater Push Back (2+3),23:00,05h 40m,04:40,1.0,500,60
25,Aniruddha Travels,NON A/C Seater Push Back (2+3) (2+3),07:30,05h 40m,13:10,1.0,239,30
26,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:10,Volvo AC Seater (2+2),14:10,04h 15m,18:25,4.3,375,35
27,SBSTC-KOLKATA - SURI - 07:15 - (Suri Depot) - 2624,Non AC Seater (2+3),07:15,05h 00m,12:15,1.8,190,51
27,SBSTC-KUDGHAT - RAMPURHAT - VIA - PANAGARH - 07:15 (RPH - 2742,Non AC Seater (2+3),08:30,05h 00m,13:30,1.9,190,52
27,SBSTC-KOLKATA - HARISHPUR - VIA - SURI - 09:30 (BEL DEPO - 1152,Non AC Seater (2+3),09:30,05h 00m,14:30,3.1,190,52
27,SBSTC-KOLKATA - SURI - 10:30 - (Suri Depot) - 1209,Non AC Seater (2+3),10:30,05h 00m,15:30,3.3,190,52
27,SBSTC-KOLKATA - SURI - 11:45 - (Suri Depot) - 2720,Non AC Seater (2+3),11:45,05h 00m,16:45,2.8,190,52
27,SBSTC-KARUNAMOYEE - SURI - 12:10 (Suri Depot) - 1366,Non AC Seater (2+3),12:10,05h 30m,17:40,3.8,195,52
27,SBSTC-KOLKATA - SURI - 13:30 (Suri Depot) - 2914,Non AC Seater (2+3),13:30,05h 00m,18:30,4.0,190,51
27,SBSTC-KOLKATA - SURI - 14:30 - (Suri Depot) - 652,Non AC Seater (2+3),14:30,05h 00m,19:30,3.3,190,52
27,SBSTC-KOLKATA - SURI - 15:30 - (Suri Depot) - 655,Non AC Seater (2+3),15:30,05h 00m,20:30,4.3,190,52
27,SBSTC-KOLKATA - SURI - 16: 30 - (Suri Depot) - 653,Non AC Seater (2+3),16:30,05h 00m,21:30,3.6,190,52
27,SBSTC-KOLKATA - SURI - 18:00 - (Suri Depot) - 1205,Non AC Seater (2+3),18:00,05h 00m,23:00,3.3,190,52
27,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|06:45,Volvo AC Seater (2+2),06:45,04h 10m,10:55,4.2,435,34
27,WBTC (CTC) KOLKATA -BOLPUR - SURI (AC-VOLVO) - 104|14:30,Volvo AC Seater (2+2),14:30,04h 40m,19:10,3.8,435,31
28,WBTC (CTC) Belgachia - Digha via Esplanade - 51|07:45,Non AC Seater (2+3),07:45,04h 15m,12:00,2.7,145,48
28,WBTC (CTC) Belgachia - Digha via Esplanade - 51|08:30,Non AC Seater (2+3),08:30,04h 25m,12:55,3.8,145,48
28,WBTC (CTC) BADURIA - DIGHA via Bally - 155|09:00,Non AC Seater (2+3),09:00,03h 00m,12:00,2.7,147,31
28,WBTC (CTC) Kolkata - Digha - 124|09:25,Non AC Seater (2+3),09:25,04h 15m,13:40,3.2,145,49
28,WBTC (CTC) Khidderpur - Digha - 97|09:40,Non AC Seater (2+3),09:40,05h 00m,14:40,3.7,151,38
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:00,Non AC Seater (2+3),10:00,04h 15m,14:15,3.0,146,40
28,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|10:15",Non AC Seater (2+3),10:15,04h 30m,14:45,1.5,156,45
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|10:40,Non AC Seater (2+3),10:40,04h 15m,14:55,3.2,146,38
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|11:30,Non AC Seater (2+3),11:30,04h 15m,15:45,3.7,146,34
28,WBTC (CTC) Belgachia - Digha via Esplanade - 51|11:45,Non AC Seater (2+3),11:45,04h 15m,16:00,2.8,145,45
28,WBTC (CTC) HABRA - DIGHA (AC-VOLVO) - 89|12:30,Volvo AC Seater (2+2),12:30,03h 15m,15:45,4.2,380,7
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|12:50,Non AC Seater (2+3),12:50,04h 15m,17:05,2.5,146,44
28,WBTC (CTC) BARASAT-DIGHA (AC-VOLVO) - 28|13:10,Volvo AC Seater (2+2),13:10,04h 15m,17:25,3.5,370,42
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|13:25,Non AC Seater (2+3),13:25,04h 15m,17:40,4.5,146,42
28,WBTC (CTC) Kolkata - Digha - 124|13:50,Non AC Seater (2+3),13:50,04h 15m,18:05,3.3,145,49
28,WBTC (CTC) Barasat-Digha Via Bally (AC VOLVO) - 201|14:00,Volvo AC Seater (2+2),14:00,03h 30m,17:30,4.1,380,29
28,"WBTC (CTC) BARASAT-DIGHA via Esplanade, Karunamoyee,Airport - 206|14:15",Non AC Seater (2+3),14:15,03h 45m,18:00,3.7,145,47
28,WBTC (CTC) Joka - Tollygunge - Digha - 99|14:30,Non AC Seater (2+3),14:30,04h 30m,19:00,3.7,145,49
28,WBTC (CTC) SHYAMBAZAR - DIGHA VIA- ESPLANADE (AC-VOLVO) - 52|14:46,Volvo AC Seater (2+2),14:46,04h 45m,19:31,4.3,370,40
28,WBTC (CTC) HABRA-DIGHA via Bally - 26|14:50,Non AC Seater (2+3),14:50,04h 15m,19:05,3.9,146,34
28,WBTC (CTC) Khidderpur - Digha - 97|15:00,Non AC Seater (2+3),15:00,05h 00m,20:00,3.7,151,49
28,WBTC (CTC) Joka - Tollygunge - Digha - 99|15:30,Non AC Seater (2+3),15:30,04h 15m,19:45,3.7,145,49
28,WBTC (CTC) MADHYAMGRAM - DIGHA via Belghoria - 130|16:00,Non AC Seater (2+3),16:00,04h 50m,20:50,3.7,159,47
28,WBTC (CTC) Tollygunge - Digha - 200|16:30,Non AC Seater (2+3),16:30,04h 55m,21:25,3.7,151,49
28,WBTC (CTC) BARASAT-DIGHA via Bally - 38|16:45,Non AC Seater (2+3),16:45,04h 00m,20:45,3.6,146,36
28,West bengal transport corporation - 74747,Non AC Seater (2+3),11:00,04h 30m,15:30,3.4,145,21
28,Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),13:45,04h 30m,18:15,4.7,349,12
28,Express Line,Volvo 9600 A/C Seater (2+2),10:25,04h 55m,15:20,4.5,399,11
28,Shyamoli Paribahan Pvt Ltd,Volvo B11R Multi Axle Seater (2+2),13:45,05h 10m,18:55,4.2,400,53
28,Shyamoli Paribahan Pvt Ltd,Volvo A/C Seater (2+2),13:30,04h 55m,18:25,4.2,360,17
28,Shyamoli Paribahan Pvt Ltd,VE A/C Seater (2+2),09:50,05h 30m,15:20,4.1,400,8
28,Royal Cruiser,Volvo A/C Seater (2+2),13:00,04h 30m,17:30,4.0,427,26
28,Greenline,Volvo A/C Seater (2+2),13:40,04h 45m,18:25,4.2,300,5
28,Rubi Paribahan  ,Volvo 9600 A/C Seater/Sleeper (2+1),12:50,05h 00m,17:50,4.4,500,42
28,Mayuri Express,A/C Seater (2+3),11:15,04h 45m,16:00,4.3,278,34
28,Samanta Travels,A/C Seater (2+3),14:30,04h 50m,19:20,3.6,285,20
28,Santosh Bus Service,A/C Seater Push Back (2+3),11:25,04h 15m,15:40,3.5,304,15
28,Maa Chandi Travels,A/C Seater / Sleeper (2+2),14:30,04h 40m,19:10,3.4,370,19
28,City Express (Angel),AC Seater (2+3),13:50,04h 40m,18:30,4.7,370,31
28,Snemita Parisheba(SNEHA GOLD),AC Seater (2+3),16:40,04h 30m,21:10,3.4,257,46
28,City Express (Shinjini),AC Seater (2+3),22:45,05h 25m,04:10,3.5,320,26
28,Snemita Parisheba(Santosh),AC Seater (2+3),11:30,04h 10m,15:40,3.7,352,24
28,Sneha Gold Bus Service,A/C Seater (2+3),16:30,05h 00m,21:30,4.5,270,20
28,Santosh Bus Service,A/C Seater Push Back (2+3),10:55,03h 50m,14:45,4.0,304,21
28,Snemita Paribahan(Shinjini),A/C Seater (2+3),22:45,05h 25m,04:10,3.0,370,30
28,City Express,AC Seater (2+3),11:35,04h 50m,16:25,3.9,370,23
28,Snemita Parisheba,AC Seater (2+3),10:50,04h 30m,15:20,4.2,352,25
28,Snemita Paribahan,AC Seater (2+3),12:15,04h 25m,16:40,3.8,370,22
28,Parameswar Travels,A/C Seater Push Back (2+3),09:30,04h 45m,14:15,2.9,285,51
28,Ankita Paribahan(Atithi),A/C Seater Push Back (2+3),12:15,04h 30m,16:45,3.0,342,33
28,Snemita Pariseba(Samanta),AC Seater (2+3),09:10,04h 35m,13:45,3.8,257,39
28,Snemita Pariseba(Samanta),A/C Seater Push Back (2+3),14:45,04h 35m,19:20,2.6,304,36
28,Bengal Surface Transport,A/C Seater / Sleeper (2+2),10:55,05h 00m,15:55,3.0,300,37
28,Snemita Paribahan(Jackson),AC Seater (2+2),13:40,04h 50m,18:30,3.4,330,22
28,Satya Paribahan,A/C Seater (2+3),23:00,04h 45m,03:45,2.8,399,37
28,Haimanti Bus Service,AC Seater (2+3),09:50,05h 25m,15:15,3.3,350,20
28,Snemita Paribahan(SHINJINI),A/C Seater (2+3),16:00,04h 30m,20:30,2.7,370,28
28,Snemita Paribahan(Snemita),AC Seater (2+3),11:45,04h 40m,16:25,2.6,320,34
