bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
121,HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,21:30,09h 30m,07:00,3.6,1115,34
121,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:40,08h 20m,06:00,4.7,648,20
121,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:20,09h 10m,05:30,4.5,664,29
122,HRTC - 1421,Himsuta AC Seater Volvo/Scania 2+2,14:55,15h 50m,06:45,3.2,1447,32
122,HRTC - 100,Himsuta AC Seater Volvo/Scania 2+2,19:50,13h 10m,09:00,3.9,1437,32
122,Travel Point,A/C Seater / Sleeper (2+2),16:00,13h 20m,05:20,2.8,1234,50
123,HRTC - 1,Himsuta AC Seater Volvo/Scania 2+2,10:00,07h 30m,17:30,4.3,721,34
123,HRTC - 109,A/C Executive (2+3),10:40,08h 04m,18:44,3.5,519,42
123,HRTC - 5,Himsuta AC Seater Volvo/Scania 2+2,11:00,08h 15m,19:15,3.8,721,27
123,HRTC - 2,Himsuta AC Seater Volvo/Scania 2+2,12:30,07h 30m,20:00,3.8,721,33
123,HRTC - 24,Himsuta AC Seater Volvo/Scania 2+2,14:50,06h 55m,21:45,3.6,696,34
123,HRTC - 104,A/C Executive (2+3),19:31,08h 59m,04:30,3.0,519,44
123,HRTC - 74,Himsuta AC Seater Volvo/Scania 2+2,21:10,07h 50m,05:00,4.4,721,34
123,HRTC - 3,Himsuta AC Seater Volvo/Scania 2+2,22:30,07h 30m,06:00,4.7,721,21
123,HRTC - 108,A/C Executive (2+3),22:31,08h 21m,06:52,3.4,519,44
123,HRTC - 35,Himsuta AC Seater Volvo/Scania 2+2,23:00,07h 15m,06:15,3.2,721,27
123,HRTC - 19,Himsuta AC Seater Volvo/Scania 2+2,23:00,07h 00m,06:00,2.5,721,34
123,HRTC - 92,Himsuta AC Seater Volvo/Scania 2+2,23:50,07h 10m,07:00,3.8,721,31
123,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,08h 13m,02:00,3.7,910,34
123,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:30,07h 00m,04:30,4.6,474,50
123,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),11:45,07h 45m,19:30,4.5,608,8
123,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,06h 30m,05:30,4.6,495,28
123,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),22:40,07h 00m,05:40,4.5,648,47
123,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:45,05h 45m,05:30,4.4,495,41
123,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),21:50,06h 45m,04:35,4.4,480,28
123,City Land Travels,Volvo A/C Semi Sleeper (2+2),23:20,05h 40m,05:00,3.9,500,36
123,City Land Travels,Volvo A/C Semi Sleeper (2+2),11:50,07h 10m,19:00,4.0,488,40
123,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),23:15,06h 15m,05:30,4.7,648,30
123,City Land Travels,Volvo A/C Semi Sleeper (2+2),11:00,07h 30m,18:30,3.5,250,36
123,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,06h 10m,04:25,4.4,448,39
123,RAO TRAVELS INDIA PVT LTD.,AC Seater (2+2),23:00,07h 00m,06:00,2.3,1666,45
124,HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,13h 15m,04:30,3.7,752,37
124,HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,11h 40m,04:15,3.7,716,37
124,HRTC - 524,Ordinary 3+2 Non AC Seater,16:45,14h 15m,07:00,3.7,743,34
124,HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,12h 10m,06:30,3.2,782,27
124,HRTC - 537,Ordinary 3+2 Non AC Seater,18:30,12h 00m,06:30,3.7,715,37
124,HRTC - 548,Ordinary 3+2 Non AC Seater,19:31,12h 19m,07:50,5.0,743,28
124,HRTC - 547,A/C Executive (2+3),20:16,10h 24m,06:40,2.7,846,40
124,HRTC - 558,Ordinary 3+2 Non AC Seater,20:20,11h 40m,08:00,3.7,715,35
124,HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,20:29,11h 31m,08:00,4.3,1299,27
124,HRTC - 565,Ordinary 3+2 Non AC Seater,21:05,10h 55m,08:00,3.6,716,27
124,HRTC - 82,Himsuta AC Seater Volvo/Scania 2+2,21:55,11h 35m,09:30,4.4,1332,34
124,HRTC - 575,A/C Executive (2+3),21:59,12h 36m,10:35,2.9,865,47
124,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,11h 30m,07:45,4.8,630,24
124,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,11h 00m,07:00,4.7,648,37
124,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,11h 00m,06:00,4.5,569,37
124,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,10h 40m,08:00,4.5,648,24
124,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,11h 15m,07:15,4.5,600,29
124,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,11h 00m,07:00,4.4,665,32
124,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),21:00,11h 15m,08:15,4.3,664,30
124,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),20:15,10h 45m,07:00,3.9,573,19
124,City Land Travels,Volvo A/C Semi Sleeper (2+2),19:55,10h 05m,06:00,3.6,540,35
124,Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,11h 30m,07:30,3.3,600,29
125,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,15:00,13h 40m,04:40,3.9,758,27
125,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,15:40,13h 00m,04:40,2.6,733,27
125,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,17:00,13h 00m,06:00,3.3,779,27
125,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:00,12h 00m,06:00,3.2,755,27
125,HRTC - 925,A/C Executive (2+3),18:00,12h 30m,06:30,2.5,856,44
125,HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,18:30,11h 55m,06:25,3.3,1274,34
125,HRTC - 905,Ordinary 3+2 Non AC Seater,19:35,12h 10m,07:45,3.4,714,37
125,HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,20:05,11h 40m,07:45,3.6,1259,33
125,HRTC - 905,Ordinary 3+2 Non AC Seater,20:15,11h 30m,07:45,2.7,692,37
125,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,09h 52m,06:30,4.8,703,39
125,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,10h 30m,05:30,4.8,630,17
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,09h 30m,06:30,4.7,665,22
125,AdRaghukul Holidays,Volvo A/C Semi Sleeper (2+2),19:00,10h 00m,05:00,3.7,674,35
125,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,10h 15m,05:45,4.7,629,16
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,10h 45m,08:30,4.8,759,31
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:50,10h 40m,08:30,4.6,759,31
125,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,10h 20m,06:20,4.6,664,35
125,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:35,09h 20m,06:55,4.7,623,26
125,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:35,09h 30m,05:05,4.6,623,31
125,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:15,10h 15m,07:30,4.6,630,25
125,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,10h 15m,05:45,4.6,629,17
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:25,11h 05m,05:30,4.6,664,23
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:30,11h 00m,05:30,4.6,664,23
125,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),19:55,10h 25m,06:20,4.7,664,35
125,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:30,10h 00m,06:30,4.6,703,39
125,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:30,09h 25m,06:55,4.8,629,26
125,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),21:00,10h 30m,07:30,4.7,630,25
125,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),19:30,09h 35m,05:05,4.6,629,31
125,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),18:45,10h 45m,05:30,4.6,630,18
125,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:55,09h 35m,06:30,4.6,665,22
125,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:30,10h 50m,06:20,4.4,500,26
125,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,10h 45m,06:20,4.0,500,26
125,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),19:05,09h 55m,05:00,4.1,674,35
126,HRTC - 129,Ordinary 3+2 Non AC Seater,08:50,08h 40m,17:30,4.2,404,37
126,HRTC - 7,Himsuta AC Seater Volvo/Scania 2+2,09:25,07h 35m,17:00,4.2,721,32
126,HRTC - 657,Ordinary 3+2 Non AC Seater,11:00,09h 00m,20:00,4.2,404,33
126,HRTC - 551,A/C Executive (2+3),15:30,08h 25m,23:55,4.2,519,42
126,HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,08h 40m,01:30,4.2,409,27
126,HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,08h 16m,02:15,4.2,409,25
126,HRTC - 538,Ordinary 3+2 Non AC Seater,18:31,09h 44m,04:15,4.2,404,37
126,HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,08h 10m,03:45,4.7,721,29
126,HRTC - 556,Ordinary 3+2 Non AC Seater,20:10,07h 20m,03:30,4.2,404,27
126,HRTC - 591,A/C Executive (2+3),21:00,09h 00m,06:00,4.4,519,32
126,HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,21:02,07h 38m,04:40,4.8,721,34
126,HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,08h 00m,05:25,4.2,404,37
126,HRTC - 518,Ordinary 3+2 Non AC Seater,21:58,07h 02m,05:00,4.2,404,27
126,HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,22:00,08h 00m,06:00,4.0,721,34
126,HRTC - 36,Himsuta AC Seater Volvo/Scania 2+2,22:30,06h 40m,05:10,4.7,696,34
126,HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,23:00,07h 50m,06:50,3.8,721,34
126,HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,08h 00m,07:40,4.2,404,37
126,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,07h 15m,06:40,4.6,523,25
126,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,07h 00m,06:30,4.7,474,50
126,Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:00,07h 00m,06:00,4.5,648,49
126,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,07h 45m,06:45,4.8,485,29
126,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),22:55,07h 15m,06:10,4.6,509,30
126,City Land Travels,Volvo A/C Semi Sleeper (2+2),09:40,07h 20m,17:00,4.3,529,31
126,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:30,06h 10m,04:40,3.3,522,28
126,City Land Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:55,06h 10m,06:05,3.8,500,46
126,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:50,08h 40m,06:30,4.5,648,40
126,Laxmi holidays,Bharat Benz A/C Semi Sleeper (2+2),22:50,07h 10m,06:00,4.1,523,45
126,City Land Travels,Volvo A/C Semi Sleeper (2+2),09:15,08h 15m,17:30,2.9,583,34
126,PAL Travel Lines,Scania Multi-Axle AC Semi Sleeper (2+2),22:55,06h 05m,05:00,3.0,1799,43
127,HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,12h 20m,06:20,3.0,768,29
127,HRTC - 1512,Ordinary 3+2 Non AC Seater,19:00,14h 00m,09:00,2.7,766,37
128,HRTC - 812,Ordinary 3+2 Non AC Seater,09:20,10h 10m,19:30,3.6,556,39
128,HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20,10h 10m,04:30,4.3,641,27
128,HRTC - 726,Ordinary 3+2 Non AC Seater,19:20,09h 10m,04:30,3.3,583,27
128,HRTC - 155,Himsuta AC Seater Volvo/Scania 2+2,21:00,09h 10m,06:10,3.7,963,35
128,HRTC - 718,Ordinary 3+2 Non AC Seater,21:30,07h 00m,04:30,2.9,583,39
128,KRISHNA TRANSPORT SHIMLA,NON A/C Seater Push Back (2+2),08:30,08h 45m,17:15,3.2,640,13
129,HRTC - 953,Ordinary 3+2 Non AC Seater,14:30,14h 50m,05:20,3.8,758,37
129,HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,13h 55m,05:30,3.8,716,37
129,HRTC - 952,Ordinary 3+2 Non AC Seater,15:45,13h 45m,05:30,2.8,715,31
129,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,12h 00m,05:15,4.2,1299,28
129,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:30,12h 10m,05:40,3.3,782,27
129,HRTC - 1106,Ordinary 3+2 Non AC Seater,18:10,12h 20m,06:30,4.3,743,28
129,HRTC - 951,Ordinary 3+2 Non AC Seater,18:12,12h 33m,06:45,4.0,716,37
129,HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,18:40,12h 20m,07:00,3.8,1342,34
129,HRTC - 1152,Ordinary 3+2 Non AC Seater,20:00,12h 10m,08:10,4.8,722,34
129,HRTC - 1103,A/C Executive (2+3),20:40,10h 50m,07:30,3.8,846,40
129,HRTC - 1116,A/C Executive (2+3),21:35,11h 25m,09:00,3.0,865,31
129,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,10h 55m,06:00,4.7,666,17
129,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:50,10h 40m,05:30,4.6,648,34
129,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,10h 40m,06:15,4.6,600,25
129,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,10h 40m,06:00,4.4,664,40
129,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,10h 40m,07:30,4.4,712,23
129,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,11h 15m,05:30,4.4,664,29
129,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:30,10h 30m,06:00,4.2,648,20
129,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,09h 20m,06:30,4.1,698,20
129,City Land Travels,Volvo A/C Semi Sleeper (2+2),19:30,10h 30m,06:00,3.5,566,27
129,Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,10h 30m,05:15,3.4,600,31
130,HRTC - 1506,Himsuta AC Seater Volvo/Scania 2+2,08:50,06h 40m,15:30,3.9,775,30
130,HRTC - 1545,Ordinary 3+2 Non AC Seater,08:55,07h 05m,16:00,3.9,472,26
130,HRTC - 508,A/C Executive (2+3),12:00,07h 30m,19:30,3.9,482,36
130,HRTC - 1519,Himsuta AC Seater Volvo/Scania 2+2,14:20,06h 40m,21:00,3.9,793,32
130,HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,05h 00m,21:30,3.9,458,29
130,HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,07h 10m,01:50,3.9,473,37
130,HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,19:30,08h 30m,04:00,3.9,830,34
130,HRTC - 1532,Ordinary 3+2 Non AC Seater,20:20,08h 40m,05:00,3.9,451,37
130,HRTC - 1286,Ordinary 3+2 Non AC Seater,21:05,07h 55m,05:00,3.9,486,37
130,HRTC - 1544,Ordinary 3+2 Non AC Seater,21:40,09h 00m,06:40,3.9,487,27
130,HRTC - 1212,A/C Executive (2+3),21:58,07h 11m,05:09,3.9,493,42
130,HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,07h 00m,05:00,2.9,775,33
130,HRTC - 521,Ordinary 3+2 Non AC Seater,22:20,07h 40m,06:00,3.9,477,37
130,HRTC - 1231,Ordinary 3+2 Non AC Seater,22:40,05h 42m,04:22,3.9,476,37
130,City Land Travels,Volvo A/C Semi Sleeper (2+2),13:40,07h 30m,21:10,3.6,889,27
130,GLOBAL HOLIDAYS ADVENTURE TOURS,Volvo A/C Semi Sleeper (2+2),22:25,07h 35m,06:00,3.5,463,45
130,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,07h 15m,06:00,3.6,495,27
130,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05h 25m,04:15,4.7,474,36
130,Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,06h 00m,05:00,3.9,800,41
130,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:15,05h 10m,04:25,4.7,490,29
130,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,05h 45m,05:15,3.8,474,40
130,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,05h 30m,05:15,3.5,573,31
130,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:45,06h 00m,05:45,4.5,475,50
130,Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:45,07h 15m,07:00,3.5,573,29
130,PAL Travel Lines,Volvo A/C Semi Sleeper (2+2),23:45,08h 30m,08:15,3.0,539,33
130,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),23:50,06h 00m,05:50,3.5,849,31
130,Metahills holidays,Scania A/C Semi Sleeper (2+2),23:51,08h 29m,08:20,3.5,1350,31
130,Everest Holidays,Volvo A/C Semi Sleeper (2+2),23:55,06h 20m,06:15,3.5,593,27
130,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),23:55,06h 15m,06:10,3.4,727,31
130,Malana Travels,Volvo A/C Semi Sleeper (2+2),23:58,05h 02m,05:00,3.9,570,31
130,Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:59,06h 31m,06:30,4.7,497,35
130,HIMALAYAN HOLIDAYS,Volvo A/C Semi Sleeper (2+2 ),23:59,06h 01m,06:00,3.5,849,33
130,Abtc Tour and Travels,Bharat Benz A/C Semi Sleeper (2+2),01:00,05h 10m,06:10,3.4,727,31
130,Himgiri Adventure Tour,Bharat Benz A/C Semi Sleeper (2+2),22:00,08h 45m,06:45,2.3,494,21
130,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,07h 15m,05:30,2.5,495,33
130,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:20,05h 55m,05:15,2.7,665,49
130,TANISHQ HOLIDAYS TOUR,Volvo A/C Semi Sleeper (2+2),23:30,07h 00m,06:30,2.8,900,41
130,ABHI TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:58,05h 32m,05:30,2.4,617,37
130,SWAGATAM TOUR HOLIDAY,Volvo AC Seater (2+2),23:59,06h 01m,06:00,,699,41
130,Rao Travel Heights,Volvo A/C Semi Sleeper (2+2),23:40,07h 10m,06:50,4.1,1649,41
130,Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),22:20,06h 15m,04:35,2.5,2199,49
131,HRTC - 1108,Ordinary 3+2 Non AC Seater,09:05,07h 25m,16:30,3.9,385,37
131,HRTC - 933,Ordinary 3+2 Non AC Seater,09:40,07h 05m,16:45,3.9,440,37
131,HRTC - 1125,Ordinary 3+2 Non AC Seater,10:30,07h 40m,18:10,3.9,365,37
131,HRTC - 1118,Ordinary 3+2 Non AC Seater,11:10,06h 20m,17:30,3.9,371,37
131,HRTC - 915,Ordinary 3+2 Non AC Seater,11:30,06h 45m,18:15,3.9,385,37
131,HRTC - 1113,Ordinary 3+2 Non AC Seater,11:50,06h 35m,18:25,3.4,365,37
131,HRTC - 90,Himsuta AC Seater Volvo/Scania 2+2,12:40,06h 35m,19:15,2.7,655,34
131,HRTC - 954,Ordinary 3+2 Non AC Seater,13:25,06h 16m,19:41,3.9,385,37
131,HRTC - 1151,Ordinary 3+2 Non AC Seater,14:00,08h 40m,22:40,3.9,365,37
131,HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,07h 00m,22:00,3.9,365,37
131,HRTC - 911,Ordinary 3+2 Non AC Seater,16:15,07h 05m,23:20,3.9,385,37
131,HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,16:30,07h 00m,23:30,3.9,408,27
131,HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,07h 00m,00:20,3.9,365,29
131,HRTC - 1109,Ordinary 3+2 Non AC Seater,17:50,06h 30m,00:20,2.2,391,34
131,HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,05h 35m,00:05,3.9,655,34
131,HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:45,06h 15m,01:00,3.9,424,27
131,HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,19:00,05h 40m,00:40,4.0,408,16
131,HRTC - 951,Ordinary 3+2 Non AC Seater,19:25,05h 20m,00:45,4.4,365,31
131,HRTC - 905,Ordinary 3+2 Non AC Seater,21:00,05h 30m,02:30,3.9,385,37
131,HRTC - 1152,Ordinary 3+2 Non AC Seater,21:30,05h 30m,03:00,3.9,365,37
131,HRTC - 1103,A/C Executive (2+3),21:55,05h 05m,03:00,5.0,400,29
131,HRTC - 1116,A/C Executive (2+3),22:35,05h 30m,04:05,3.9,425,34
131,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,05h 50m,01:00,4.7,569,23
131,Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,04h 20m,23:55,4.5,664,35
131,Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,05h 15m,01:00,5.0,630,18
131,Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,04h 50m,00:50,3.7,674,36
131,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:10,05h 05m,01:15,4.5,500,26
131,Zingbus Plus,Volvo A/C Semi Sleeper (2+2),20:10,04h 35m,00:45,4.5,623,31
131,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:20,05h 10m,01:30,5.0,629,17
131,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:30,04h 40m,01:10,4.5,648,34
131,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:30,05h 15m,01:45,4.7,666,17
131,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),20:30,05h 20m,01:50,4.8,569,44
131,City Land Travels,Volvo A/C Semi Sleeper (2+2),20:40,04h 50m,01:30,4.8,566,27
131,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:45,05h 15m,02:00,3.5,569,35
131,New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:45,04h 45m,01:30,4.5,600,25
131,Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:10,04h 45m,01:55,4.5,703,39
131,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:45,04h 50m,02:35,5.0,665,22
131,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),22:00,05h 20m,03:20,4.5,712,23
131,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),22:00,04h 30m,02:30,3.9,698,41
131,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),22:05,04h 40m,02:45,4.9,623,26
131,Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),22:15,04h 30m,02:45,3.9,630,25
131,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:30,04h 50m,03:20,4.7,664,36
131,Northern Travels,Volvo A/C Semi Sleeper (2+2),19:45,05h 15m,01:00,2.6,600,31
132,HRTC - 30,Himsuta AC Seater Volvo/Scania 2+2,09:10,05h 50m,15:00,4.1,775,31
132,HRTC - 791,Ordinary 3+2 Non AC Seater,10:03,09h 37m,19:40,3.9,462,28
132,HRTC - 57,Himsuta AC Seater Volvo/Scania 2+2,11:25,06h 55m,18:20,2.8,793,35
132,HRTC - 752,Ordinary 3+2 Non AC Seater,12:47,09h 13m,22:00,3.9,462,27
132,HRTC - 775,Ordinary 3+2 Non AC Seater,13:00,09h 05m,22:05,3.9,477,39
132,HRTC - 802,Ordinary 3+2 Non AC Seater,14:08,09h 07m,23:15,3.9,467,39
132,HRTC - 751,Ordinary 3+2 Non AC Seater,14:48,06h 12m,21:00,3.9,462,37
132,HRTC - 725,Ordinary 3+2 Non AC Seater,15:30,07h 00m,22:30,3.9,480,37
132,HRTC - 724,Ordinary 3+2 Non AC Seater,16:00,07h 55m,23:55,3.9,479,37
132,HRTC - 707,A/C Executive (2+3),16:35,08h 45m,01:20,3.9,493,42
132,HRTC - 801,Ordinary 3+2 Non AC Seater,16:45,07h 30m,00:15,3.9,462,37
132,HRTC - 776,Ordinary 3+2 Non AC Seater,17:00,06h 30m,23:30,3.9,477,37
132,HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,17:30,06h 31m,00:01,3.9,775,35
132,HRTC - 754,Ordinary 3+2 Non AC Seater,17:45,09h 15m,03:00,3.9,456,37
132,HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,18:00,08h 00m,02:00,3.3,793,35
132,HRTC - 788,Ordinary 3+2 Non AC Seater,18:20,09h 10m,03:30,3.9,457,33
132,HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,18:30,06h 30m,01:00,3.9,775,35
132,HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,19:30,06h 30m,02:00,3.9,775,31
132,HRTC - 712,Ordinary 3+2 Non AC Seater,20:00,09h 05m,05:05,3.9,476,37
132,HRTC - 214001,Himsuta AC Seater Volvo/Scania 2+2,20:10,06h 10m,02:20,3.9,775,29
132,HRTC - 737,Ordinary 3+2 Non AC Seater,21:20,07h 40m,05:00,3.9,468,37
132,HRTC - 759,Himsuta AC Seater Volvo/Scania 2+2,21:30,06h 40m,04:10,3.9,793,30
132,HRTC - 732,Himsuta AC Seater Volvo/Scania 2+2,22:20,06h 00m,04:20,4.9,775,34
132,HRTC - 701,Ordinary 3+2 Non AC Seater,22:45,06h 45m,05:30,4.2,473,37
132,HRTC - 713,Himsuta AC Seater Volvo/Scania 2+2,23:10,06h 50m,06:00,5.0,775,34
132,HRTC - 65,Himsuta AC Seater Volvo/Scania 2+2,23:40,05h 50m,05:30,5.0,793,34
132,City Land Travels,Volvo A/C Semi Sleeper (2+2),11:55,06h 10m,18:05,3.7,799,26
132,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:20,05h 40m,21:00,3.6,619,41
132,City Land Travels,Volvo A/C Semi Sleeper (2+2),15:40,05h 50m,21:30,4.4,619,32
132,City Land Travels,Volvo A/C Semi Sleeper (2+2),16:10,06h 10m,22:20,4.4,619,31
132,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:45,06h 15m,23:00,4.8,474,14
132,Deltin Travels,Scania Multi-Axle AC Semi Sleeper (2+2),17:25,04h 20m,21:45,4.1,700,40
